signal_gid,selected_edge_index,selected_edge_train_count,selected_edge_unseen,selected_edge_gt_train_p95,selected_edge_gt_train_p99,selected_edge_gt_train_max,selected_graph_ev,selected_p_reach,selected_rr_ref
1346,0,21135,False,False,False,False,-0.18616052735448896,0.20258753709849156,2.8
1347,0,21135,False,False,False,False,0.042821800513613284,0.3634304247210978,1.7543859649123368
1348,0,21135,False,False,False,False,-0.04044822322374669,0.5874411918418933,0.6097560975609215
1349,0,21135,False,False,False,False,-0.35853151811768563,0.12783532136421272,3.5416666666665324
1350,2,4896,False,False,False,False,0.039271153369141,0.20896317676176795,3.5714285714284686
1351,1,9229,False,False,False,False,0.01935330981018879,0.3122185955543357,2.125
1352,0,21135,False,False,False,False,0.0590724313374994,0.39713579051047126,1.574803149606322
1353,0,21135,False,False,False,False,0.0047651590373511965,0.3994394706780293,1.4189189189189886
1354,0,21135,False,False,False,False,-0.06060028748692098,0.47979540887587674,0.8536585365852901
1355,0,21135,False,False,False,False,-0.03194178582147039,0.43997993100686666,1.075949367088657
